id,severity,title,description,iacontrols,ruleID,fixid,fixtext,checkid,checktext
V-907,medium,Run control scripts' executable search paths must contain only absolute paths.,"The executable search path (typically the PATH environment variable) contains a list of directories for the shell to search to find executables.  If this path includes the current working directory or other relative paths, executables in these directories may be executed instead of system commands.  This variable is formatted as a colon-separated list of directories.  If there is an empty entry, such as a leading or trailing colon, or two consecutive colons, this is interpreted as the current working directory.  Paths starting with a slash (/) are absolute paths.","['ECCD-1', 'ECCD-2']",SV-907r2_rule,F-1061r2_fix,Edit the run control script and remove the relative path entry from the executable search path variable.   ,C-39526r1_chk,"Verify run control scripts' library search paths.

Procedure: 
# grep -r PATH /etc/rc*

This variable is formatted as a colon-separated list of directories. If there is an empty entry, such as a leading or trailing colon, or two consecutive colons, this is a finding. If an entry begins with a character other than a slash (/), this is a relative path, and this is a finding."
V-906,medium,All run control scripts must have mode 0755 or less permissive.,"If the startup files are writable by other users, the startup files could be modified to insert malicious commands.",['ECLP-1'],SV-906r2_rule,F-1060r2_fix,"Ensure all system startup files have mode 0755 or less permissive. Examine the rc files, and all files in the rc1.d (rc2.d, and so on) directories, and in the /etc/init.d directory to ensure they are not world-writable. If they are world-writable, use the chmod command to correct the vulnerability and to research why.

Procedure: 
# chmod 755 startupfile",C-8021r2_chk,"Check the mode for all run control scripts. If any run control script has a mode more permissive than 0755, this is a finding.

"
V-22352,medium,All files and directories contained in user home directories must not have extended ACLs.,Excessive permissions allow unauthorized access to user files.,['ECLP-1'],SV-25999r1_rule,F-26195r1_fix,Remove the extended ACL(s) from the files and directories in user home directories.   ,C-27523r1_chk,"Check the contents of user's home directories for files with extended ACLs.
# cut -d : -f 6 /etc/passwd | xargs -n1 -IDIR ls -alLR DIR
If the permissions include a ""+"", the file has an extended ACL, this is a finding."
V-22353,medium,All run control scripts must have no extended ACLs.,"If the startup files are writable by other users, the startup files could be modified to insert malicious commands.",['ECLP-1'],SV-26000r1_rule,F-26196r1_fix,Remove the extended ACL from the run control script(s).   ,C-27524r1_chk,"Verify run control scripts have no extended ACLs.
# ls -lL /etc/rc* /etc/init.d
If the permissions include a ""+"", the file has an extended ACL and this is a finding."
V-22350,low,User home directories must not have extended ACLs.,Excessive permissions on home directories allow unauthorized access to user files.,['ECLP-1'],SV-25997r1_rule,F-26194r1_fix,Remove the extended ACL from the user home directory.   ,C-27521r1_chk,"Verify user's home directories have no extended ACLs.

# cut -d : -f 6 /etc/passwd | xargs -n1 ls -ld 

If the permissions include a ""+"", the file has an extended ACL, this is a finding."
V-22351,medium,All files and directories contained in user's home directories must be group-owned by a group the home directory's owner is a member.,"If a user's files are group-owned by a group where the user is not a member, unintended users may be able to access them.",['ECLP-1'],SV-26453r1_rule,F-23645r1_fix,"Change the group of a file not group-owned by a group where the home directory's owner is a member.
# chgrp [user's primary group] [file with bad group ownership]",C-40624r1_chk,"Check the contents of user home directories for files group-owned by a group of which the home directory's owner is not a member.

1. List the user accounts.
# cut -d : -f 1/etc/passwd
2. For each user account, get a list of GIDs for files in the user's home directory.
# find < users home directory > -exec ls -lLd
3. Obtain the list of GIDs associated with the user's account.
# id < user name >
4. Check the GID lists. If there are GIDs in the file list not present in the user list, this is a finding."
V-22356,medium,All global initialization files must not have extended ACLs.,Global initialization files are used to configure the user's shell environment upon login.  Malicious modification of these files could compromise accounts upon logon.,['ECLP-1'],SV-26003r1_rule,F-26199r1_fix,Remove the extended ACL from the global initialization file(s).,C-27536r1_chk,"Check global initialization files for extended ACLs.
# ls -lL /etc/profile /etc/bashrc /etc/csh.login /etc/csh.cshrc /etc/environment /etc/.login /etc/security/environ
If the permissions on an existing file include a ""+"", the file has an extended ACL, this is a finding."
V-22357,medium,Skeleton files must not have extended ACLs.,"If the skeleton files are not protected, unauthorized personnel could change user startup parameters and possibly jeopardize user files.",['ECLP-1'],SV-26004r1_rule,F-26200r1_fix,Remove the extended ACL from the skeleton file(s).,C-27537r1_chk,"Check skeleton files for extended ACLs.
# ls -alL /etc/skel
If the permissions include a ""+"", the file has an extended ACL and this is a finding."
V-22354,medium,Run control scripts' library search paths must contain only absolute paths.,"The library search path environment variable(s) contain a list of directories for the dynamic linker to search to find libraries. If this path includes the current working directory or other relative paths, libraries in these directories may be loaded instead of system libraries. This variable is formatted as a colon-separated list of directories. If there is an empty entry, such as a leading or trailing colon, or two consecutive colons, this is interpreted as the current working directory. Paths starting with a slash (/) are absolute paths.
",['ECSC-1'],SV-26001r1_rule,F-26197r1_fix,Edit run control scripts' library search path variables. Remove empty entries or entries that are not absolute paths.   ,C-29183r1_chk,"Verify run control scripts' library search paths. 
The variable is formatted as a colon-separated list of directories. If there is an empty entry, such as a leading or trailing colon, or two consecutive colons, this is a finding. If an entry begins with a character other than a slash (/), this is a relative path, and this is a finding.

"
V-22355,medium,Run control scripts' lists of preloaded libraries must contain only absolute paths.,"The library preload list environment variable contains a list of libraries for the dynamic linker to load before loading the libraries required by the binary.  If this list contains paths to libraries relative to the current working directory, unintended libraries may be preloaded.  This variable is formatted as a space-separated list of libraries.  Paths starting with a slash (/) are absolute paths.",['ECSC-1'],SV-26002r1_rule,F-26198r1_fix,Edit the run control scripts' library preload list and remove relative paths.   ,C-29184r1_chk,"Check that run control scripts' library preload list. This variable is formatted as a colon-separated list of paths. If there is an empty entry, such as a leading or trailing colon, or two consecutive colons, this is a finding. If an entry begins with a character other than a slash (/), this is a relative path, and this is a finding.
"
V-22520,medium,The Internetwork Packet Exchange (IPX) protocol must be disabled or not installed.,The Internetwork Packet Exchange (IPX) protocol is a network-layer protocol that is no longer in common use.  Binding this protocol to the network stack increases the attack surface of the host.  Unprivileged local processes may be able to cause the system to dynamically load a protocol handler by opening a socket using the protocol.,['ECSC-1'],SV-26195r1_rule,F-26129r1_fix,Configure the system to not dynamically load the IPX protocol handler.,C-29123r1_chk,"If there is no IPX protocol handler for the system, this is not applicable.

Determine if the IPX protocol handler is prevented from dynamic loading. If it is not, this is a finding.
"
